"gameorder","game_id","lg_id","X_iscopy","year_id","date_game","seasongame","is_playoffs","team_id","fran_id","pts","elo_i","elo_n","win_equiv","opp_id","opp_fran","opp_pts","opp_elo_i","opp_elo_n","game_location","game_result","forecast","notes"
62223,"201412170SAS","NBA",0,2015,"12/17/2014",26,0,"SAS","Spurs",116,1695.1205,1689.1185,59.040081,"MEM","Grizzlies",117,1672.4218,1678.4237,"H","L",0.66958547,"NULL"
62224,"201412170TOR","NBA",0,2015,"12/17/2014",26,0,"TOR","Raptors",105,1600.8623,1605.7832,51.388748,"BRK","Nets",89,1468.1691,1463.2482,"H","W",0.79240602,"NULL"
62224,"201412170TOR","NBA",1,2015,"12/17/2014",24,0,"BRK","Nets",89,1468.1691,1463.2482,36.684811,"TOR","Raptors",105,1600.8623,1605.7832,"A","L",0.20759398,"NULL"
62225,"201412180CHI","NBA",1,2015,"12/18/2014",28,0,"NYK","Knicks",97,1396.5139,1394.5876,29.761475,"CHI","Bulls",103,1592.4015,1594.3278,"A","L",0.1540392,"NULL"
62225,"201412180CHI","NBA",0,2015,"12/18/2014",25,0,"CHI","Bulls",103,1592.4015,1594.3278,50.256187,"NYK","Knicks",97,1396.5139,1394.5876,"H","W",0.8459608,"NULL"
62226,"201412180GSW","NBA",0,2015,"12/18/2014",25,0,"GSW","Warriors",114,1708.6597,1711.0929,60.852108,"OKC","Thunder",109,1573.6285,1571.1953,"H","W",0.79461116,"NULL"
62226,"201412180GSW","NBA",1,2015,"12/18/2014",26,0,"OKC","Thunder",109,1573.6285,1571.1953,47.924942,"GSW","Warriors",114,1708.6597,1711.0929,"A","L",0.20538884,"NULL"
62227,"201412180HOU","NBA",1,2015,"12/18/2014",25,0,"NOP","Pelicans",99,1495.6343,1515.0254,42.099705,"HOU","Rockets",90,1638.8898,1619.4987,"A","W",0.19776988,"NULL"
62227,"201412180HOU","NBA",0,2015,"12/18/2014",25,0,"HOU","Rockets",90,1638.8898,1619.4987,52.722664,"NOP","Pelicans",99,1495.6343,1515.0254,"H","L",0.80223012,"NULL"
62228,"201412180SAC","NBA",1,2015,"12/18/2014",27,0,"MIL","Bucks",108,1429.1559,1434.9385,33.775406,"SAC","Kings",107,1438.7065,1432.924,"A","W",0.34736902,"NULL"
62228,"201412180SAC","NBA",0,2015,"12/18/2014",26,0,"SAC","Kings",107,1438.7065,1432.924,33.570843,"MIL","Bucks",108,1429.1559,1434.9385,"H","L",0.65263098,"NULL"
62229,"201412190BOS","NBA",1,2015,"12/19/2014",25,0,"MIN","Timberwolves",98,1377.5153,1369.3428,27.358253,"BOS","Celtics",114,1407.7142,1415.8867,"A","L",0.3209334,"NULL"
62229,"201412190BOS","NBA",0,2015,"12/19/2014",24,0,"BOS","Celtics",114,1407.7142,1415.8867,31.85701,"MIN","Timberwolves",98,1377.5153,1369.3428,"H","W",0.6790666,"NULL"
62230,"201412190CLE","NBA",1,2015,"12/19/2014",25,0,"BRK","Nets",91,1463.2482,1459.9896,36.347092,"CLE","Cavaliers",95,1519.0247,1522.2832,"A","L",0.28972471,"NULL"
62230,"201412190CLE","NBA",0,2015,"12/19/2014",25,0,"CLE","Cavaliers",95,1519.0247,1522.2832,42.860004,"BRK","Nets",91,1463.2482,1459.9896,"H","W",0.71027529,"NULL"
62231,"201412190DEN","NBA",0,2015,"12/19/2014",26,0,"DEN","Nuggets",109,1482.5414,1489.7609,39.450573,"LAC","Clippers",106,1657.887,1650.6675,"H","W",0.39323741,"NULL"
62231,"201412190DEN","NBA",1,2015,"12/19/2014",26,0,"LAC","Clippers",106,1657.887,1650.6675,55.651863,"DEN","Nuggets",109,1482.5414,1489.7609,"A","L",0.60676259,"NULL"
62232,"201412190DET","NBA",1,2015,"12/19/2014",27,0,"TOR","Raptors",110,1605.7832,1610.2284,51.823822,"DET","Pistons",100,1312.4297,1307.9845,"A","W",0.75269401,"NULL"
62232,"201412190DET","NBA",0,2015,"12/19/2014",27,0,"DET","Pistons",100,1312.4297,1307.9845,21.960756,"TOR","Raptors",110,1605.7832,1610.2284,"H","L",0.247306,"NULL"
62233,"201412190LAL","NBA",1,2015,"12/19/2014",27,0,"OKC","Thunder",104,1571.1953,1574.2821,48.239071,"LAL","Lakers",103,1402.7546,1399.6678,"A","W",0.59723949,"NULL"
62233,"201412190LAL","NBA",0,2015,"12/19/2014",26,0,"LAL","Lakers",103,1402.7546,1399.6678,30.25606,"OKC","Thunder",104,1571.1953,1574.2821,"H","L",0.40276048,"NULL"
62234,"201412190MEM","NBA",1,2015,"12/19/2014",26,0,"CHI","Bulls",103,1594.3278,1607.7968,51.586143,"MEM","Grizzlies",97,1678.4237,1664.9547,"A","W",0.25735885,"NULL"
62234,"201412190MEM","NBA",0,2015,"12/19/2014",26,0,"MEM","Grizzlies",97,1678.4237,1664.9547,56.941715,"CHI","Bulls",103,1594.3278,1607.7968,"H","L",0.74264115,"NULL"
62235,"201412190MIA","NBA",1,2015,"12/19/2014",25,0,"WAS","Wizards",105,1580.5427,1585.0723,49.330032,"MIA","Heat",103,1463.2888,1458.7593,"A","W",0.52480996,"NULL"
62235,"201412190MIA","NBA",0,2015,"12/19/2014",27,0,"MIA","Heat",103,1463.2888,1458.7593,36.219742,"WAS","Wizards",105,1580.5427,1585.0723,"H","L",0.47519001,"NULL"
62236,"201412190ORL","NBA",0,2015,"12/19/2014",29,0,"ORL","Magic",94,1383.22,1371.4098,27.551409,"UTA","Jazz",101,1380.1952,1392.0054,"H","L",0.64406657,"NULL"
62236,"201412190ORL","NBA",1,2015,"12/19/2014",27,0,"UTA","Jazz",101,1380.1952,1392.0054,29.511414,"ORL","Magic",94,1383.22,1371.4098,"A","W",0.35593343,"NULL"
62237,"201412190PHI","NBA",1,2015,"12/19/2014",26,0,"CHO","Hornets",109,1388.6779,1401.7223,30.457037,"PHI","Sixers",91,1248.2511,1235.2067,"A","W",0.55791759,"NULL"
62237,"201412190PHI","NBA",0,2015,"12/19/2014",25,0,"PHI","Sixers",91,1248.2511,1235.2067,16.507313,"CHO","Hornets",109,1388.6779,1401.7223,"H","L",0.44208238,"NULL"
62238,"201412190SAS","NBA",1,2015,"12/19/2014",27,0,"POR","Trailblazers",129,1630.0576,1647.0409,55.318939,"SAS","Spurs",119,1689.1185,1672.1353,"A","W",0.28584951,"NULL"
62238,"201412190SAS","NBA",0,2015,"12/19/2014",27,0,"SAS","Spurs",119,1689.1185,1672.1353,57.576447,"POR","Trailblazers",129,1630.0576,1647.0409,"H","L",0.71415049,"NULL"
62239,"201412200CHO","NBA",0,2015,"12/20/2014",27,0,"CHO","Hornets",104,1401.7223,1411.4436,31.415262,"UTA","Jazz",86,1392.0054,1382.2841,"H","W",0.65284795,"NULL"
62239,"201412200CHO","NBA",1,2015,"12/20/2014",28,0,"UTA","Jazz",86,1392.0054,1382.2841,28.578451,"CHO","Hornets",104,1401.7223,1411.4436,"A","L",0.34715205,"NULL"
62240,"201412200DAL","NBA",0,2015,"12/20/2014",28,0,"DAL","Mavericks",99,1617.7162,1624.2036,53.174271,"SAS","Spurs",93,1672.1353,1665.6478,"H","W",0.5652225,"NULL"
62240,"201412200DAL","NBA",1,2015,"12/20/2014",28,0,"SAS","Spurs",93,1672.1353,1665.6478,57.003387,"DAL","Mavericks",99,1617.7162,1624.2036,"A","L",0.4347775,"NULL"
62241,"201412200DEN","NBA",0,2015,"12/20/2014",27,0,"DEN","Nuggets",76,1489.7609,1492.8756,39.77692,"IND","Pacers",73,1450.4495,1447.3347,"H","W",0.69038951,"NULL"
62241,"201412200DEN","NBA",1,2015,"12/20/2014",27,0,"IND","Pacers",73,1450.4495,1447.3347,35.041996,"DEN","Nuggets",76,1489.7609,1492.8756,"A","L",0.30961049,"NULL"
62242,"201412200HOU","NBA",1,2015,"12/20/2014",26,0,"ATL","Hawks",104,1601.7139,1614.0352,52.19434,"HOU","Rockets",97,1619.4987,1607.1774,"A","W",0.33670253,"NULL"
62242,"201412200HOU","NBA",0,2015,"12/20/2014",26,0,"HOU","Rockets",97,1619.4987,1607.1774,51.525478,"ATL","Hawks",104,1601.7139,1614.0352,"H","L",0.66329747,"NULL"
62243,"201412200LAC","NBA",1,2015,"12/20/2014",28,0,"MIL","Bucks",102,1434.9385,1433.5273,33.632072,"LAC","Clippers",106,1650.6675,1652.0786,"A","L",0.13973624,"NULL"
62243,"201412200LAC","NBA",0,2015,"12/20/2014",27,0,"LAC","Clippers",106,1650.6675,1652.0786,55.780815,"MIL","Bucks",102,1434.9385,1433.5273,"H","W",0.86026376,"NULL"
62244,"201412200NOP","NBA",1,2015,"12/20/2014",28,0,"POR","Trailblazers",114,1647.0409,1664.4996,56.90118,"NOP","Pelicans",88,1515.0254,1497.5667,"A","W",0.54594404,"NULL"
62244,"201412200NOP","NBA",0,2015,"12/20/2014",26,0,"NOP","Pelicans",88,1515.0254,1497.5667,40.268703,"POR","Trailblazers",114,1647.0409,1664.4996,"H","L",0.45405596,"NULL"
62245,"201412200NYK","NBA",1,2015,"12/20/2014",28,0,"PHO","Suns",99,1522.0269,1530.8009,43.75061,"NYK","Knicks",90,1394.5876,1385.8136,"A","W",0.5394063,"NULL"
62245,"201412200NYK","NBA",0,2015,"12/20/2014",29,0,"NYK","Knicks",90,1394.5876,1385.8136,28.915615,"PHO","Suns",99,1522.0269,1530.8009,"H","L",0.4605937,"NULL"
62246,"201412210BRK","NBA",0,2015,"12/21/2014",26,0,"BRK","Nets",110,1459.9896,1462.214,36.57756,"DET","Pistons",105,1307.9845,1305.7601,"H","W",0.81009972,"NULL"
62246,"201412210BRK","NBA",1,2015,"12/21/2014",28,0,"DET","Pistons",105,1307.9845,1305.7601,21.778229,"BRK","Nets",110,1459.9896,1462.214,"A","L",0.18990028,"NULL"
62247,"201412210CLE","NBA",0,2015,"12/21/2014",26,0,"CLE","Cavaliers",105,1522.2832,1537.2268,44.420826,"MEM","Grizzlies",91,1664.9547,1650.0111,"H","W",0.43889767,"NULL"
62247,"201412210CLE","NBA",1,2015,"12/21/2014",27,0,"MEM","Grizzlies",91,1664.9547,1650.0111,55.59177,"CLE","Cavaliers",105,1522.2832,1537.2268,"A","L",0.56110233,"NULL"
62248,"201412210MIA","NBA",0,2015,"12/21/2014",28,0,"MIA","Heat",100,1458.7593,1466.4615,37.018425,"BOS","Celtics",84,1415.8867,1408.1844,"H","W",0.69475418,"NULL"
62248,"201412210MIA","NBA",1,2015,"12/21/2014",25,0,"BOS","Celtics",84,1415.8867,1408.1844,31.092712,"MIA","Heat",100,1458.7593,1466.4615,"A","L",0.30524582,"NULL"
62249,"201412210MIN","NBA",1,2015,"12/21/2014",28,0,"IND","Pacers",100,1447.3347,1454.1797,35.746563,"MIN","Timberwolves",96,1369.3428,1362.4978,"A","W",0.46837014,"NULL"
62249,"201412210MIN","NBA",0,2015,"12/21/2014",26,0,"MIN","Timberwolves",96,1369.3428,1362.4978,26.723497,"IND","Pacers",100,1447.3347,1454.1797,"H","L",0.53162986,"NULL"
62250,"201412210OKC","NBA",0,2015,"12/21/2014",28,0,"OKC","Thunder",99,1574.2821,1566.0161,47.396011,"NOP","Pelicans",101,1497.5667,1505.8326,"H","L",0.73443776,"NULL"
62250,"201412210OKC","NBA",1,2015,"12/21/2014",27,0,"NOP","Pelicans",101,1497.5667,1505.8326,41.135689,"OKC","Thunder",99,1574.2821,1566.0161,"A","W",0.26556224,"NULL"
62251,"201412210ORL","NBA",1,2015,"12/21/2014",26,0,"PHI","Sixers",96,1235.2067,1253.0221,17.741938,"ORL","Magic",88,1371.4098,1353.5944,"A","W",0.20428997,"NULL"
62251,"201412210ORL","NBA",0,2015,"12/21/2014",30,0,"ORL","Magic",88,1371.4098,1353.5944,25.909403,"PHI","Sixers",96,1235.2067,1253.0221,"H","L",0.79571003,"NULL"
62252,"201412210SAC","NBA",0,2015,"12/21/2014",27,0,"SAC","Kings",108,1432.924,1437.7455,34.061066,"LAL","Lakers",101,1399.6678,1394.8463,"H","W",0.6828897,"NULL"
62252,"201412210SAC","NBA",1,2015,"12/21/2014",27,0,"LAL","Lakers",101,1399.6678,1394.8463,29.786573,"SAC","Kings",108,1432.924,1437.7455,"A","L",0.3171103,"NULL"
62253,"201412210TOR","NBA",1,2015,"12/21/2014",30,0,"NYK","Knicks",108,1385.8136,1383.6083,28.704735,"TOR","Raptors",118,1610.2284,1612.4337,"A","L",0.13383341,"NULL"
62253,"201412210TOR","NBA",0,2015,"12/21/2014",28,0,"TOR","Raptors",118,1610.2284,1612.4337,52.038704,"NYK","Knicks",108,1385.8136,1383.6083,"H","W",0.86616659,"NULL"
62254,"201412210WAS","NBA",1,2015,"12/21/2014",29,0,"PHO","Suns",104,1530.8009,1549.6106,45.706959,"WAS","Wizards",92,1585.0723,1566.2626,"A","W",0.29151088,"NULL"
62254,"201412210WAS","NBA",0,2015,"12/21/2014",26,0,"WAS","Wizards",92,1585.0723,1566.2626,47.421234,"PHO","Suns",104,1530.8009,1549.6106,"H","L",0.70848912,"NULL"
62255,"201412220CHI","NBA",1,2015,"12/22/2014",29,0,"TOR","Raptors",120,1612.4337,1605.8116,51.391541,"CHI","Bulls",129,1607.7968,1614.4188,"A","L",0.36610717,"NULL"
62255,"201412220CHI","NBA",0,2015,"12/22/2014",27,0,"CHI","Bulls",129,1607.7968,1614.4188,52.231575,"TOR","Raptors",120,1612.4337,1605.8116,"H","W",0.63389283,"NULL"
62256,"201412220CHO","NBA",1,2015,"12/22/2014",28,0,"DEN","Nuggets",82,1492.8756,1473.476,37.748459,"CHO","Hornets",110,1411.4436,1430.8433,"A","L",0.47330391,"NULL"
62256,"201412220CHO","NBA",0,2015,"12/22/2014",28,0,"CHO","Hornets",110,1411.4436,1430.8433,33.359959,"DEN","Nuggets",82,1492.8756,1473.476,"H","W",0.52669609,"NULL"
62257,"201412220DAL","NBA",1,2015,"12/22/2014",27,0,"ATL","Hawks",105,1614.0352,1622.0476,52.96772,"DAL","Mavericks",102,1624.2036,1616.1912,"A","W",0.34656322,"NULL"
62257,"201412220DAL","NBA",0,2015,"12/22/2014",29,0,"DAL","Mavericks",102,1624.2036,1616.1912,52.40332,"ATL","Hawks",105,1614.0352,1622.0476,"H","L",0.65343678,"NULL"
62258,"201412220GSW","NBA",0,2015,"12/22/2014",26,0,"GSW","Warriors",128,1711.0929,1713.7267,61.062916,"SAC","Kings",108,1437.7455,1435.1117,"H","W",0.89559031,"NULL"
62258,"201412220GSW","NBA",1,2015,"12/22/2014",28,0,"SAC","Kings",108,1437.7455,1435.1117,33.793015,"GSW","Warriors",128,1711.0929,1713.7267,"A","L",0.10440969,"NULL"
62259,"201412220HOU","NBA",1,2015,"12/22/2014",29,0,"POR","Trailblazers",95,1664.4996,1653.0719,55.871384,"HOU","Rockets",110,1607.1774,1618.6051,"A","L",0.43888885,"NULL"
62259,"201412220HOU","NBA",0,2015,"12/22/2014",27,0,"HOU","Rockets",110,1607.1774,1618.6051,52.636539,"POR","Trailblazers",95,1664.4996,1653.0719,"H","W",0.56111115,"NULL"
62260,"201412220MEM","NBA",1,2015,"12/22/2014",29,0,"UTA","Jazz",97,1382.2841,1401.8406,30.468626,"MEM","Grizzlies",91,1650.0111,1630.4546,"A","W",0.10747397,"NULL"
62260,"201412220MEM","NBA",0,2015,"12/22/2014",28,0,"MEM","Grizzlies",91,1650.0111,1630.4546,53.769279,"UTA","Jazz",97,1382.2841,1401.8406,"H","L",0.89252603,"NULL"
62261,"201412220SAS","NBA",0,2015,"12/22/2014",29,0,"SAS","Spurs",125,1665.6478,1670.925,57.470119,"LAC","Clippers",118,1652.0786,1646.8014,"H","W",0.65785658,"NULL"
62261,"201412220SAS","NBA",1,2015,"12/22/2014",28,0,"LAC","Clippers",118,1652.0786,1646.8014,55.296875,"SAS","Spurs",125,1665.6478,1670.925,"A","L",0.34214342,"NULL"
62262,"201412230ATL","NBA",1,2015,"12/23/2014",29,0,"LAC","Clippers",104,1646.8014,1642.6527,54.913208,"ATL","Hawks",107,1622.0476,1626.1963,"A","L",0.39337391,"NULL"
62262,"201412230ATL","NBA",0,2015,"12/23/2014",28,0,"ATL","Hawks",107,1622.0476,1626.1963,53.364574,"LAC","Clippers",104,1646.8014,1642.6527,"H","W",0.60662609,"NULL"
62263,"201412230BRK","NBA",1,2015,"12/23/2014",29,0,"DEN","Nuggets",96,1473.476,1468.0608,37.184662,"BRK","Nets",102,1462.214,1467.6292,"A","L",0.37500197,"NULL"
62263,"201412230BRK","NBA",0,2015,"12/23/2014",27,0,"BRK","Nets",102,1462.214,1467.6292,37.139782,"DEN","Nuggets",96,1473.476,1468.0608,"H","W",0.62499803,"NULL"
62264,"201412230CLE","NBA",0,2015,"12/23/2014",27,0,"CLE","Cavaliers",125,1537.2268,1541.967,44.914074,"MIN","Timberwolves",104,1362.4978,1357.7576,"H","W",0.82941222,"NULL"
62264,"201412230CLE","NBA",1,2015,"12/23/2014",27,0,"MIN","Timberwolves",104,1362.4978,1357.7576,26.288416,"CLE","Cavaliers",125,1537.2268,1541.967,"A","L",0.17058778,"NULL"
62265,"201412230IND","NBA",1,2015,"12/23/2014",28,0,"NOP","Pelicans",84,1505.8326,1496.1787,40.123169,"IND","Pacers",96,1454.1797,1463.8336,"A","L",0.43086863,"NULL"
62265,"201412230IND","NBA",0,2015,"12/23/2014",29,0,"IND","Pacers",96,1454.1797,1463.8336,36.745548,"NOP","Pelicans",84,1505.8326,1496.1787,"H","W",0.56913137,"NULL"
62266,"201412230LAL","NBA",0,2015,"12/23/2014",28,0,"LAL","Lakers",115,1394.8463,1414.4471,31.713633,"GSW","Warriors",105,1713.7267,1694.1259,"H","W",0.2209779,"NULL"
62266,"201412230LAL","NBA",1,2015,"12/23/2014",27,0,"GSW","Warriors",105,1713.7267,1694.1259,59.461243,"LAL","Lakers",115,1394.8463,1414.4471,"A","L",0.7790221,"NULL"
62267,"201412230MIA","NBA",1,2015,"12/23/2014",27,0,"PHI","Sixers",91,1253.0221,1267.5181,18.794859,"MIA","Heat",87,1466.4615,1451.9656,"A","W",0.14132816,"NULL"
62267,"201412230MIA","NBA",0,2015,"12/23/2014",29,0,"MIA","Heat",87,1466.4615,1451.9656,35.518295,"PHI","Sixers",91,1253.0221,1267.5181,"H","L",0.85867184,"NULL"
62268,"201412230MIL","NBA",0,2015,"12/23/2014",29,0,"MIL","Bucks",101,1433.5273,1421.729,32.441269,"CHO","Hornets",108,1430.8433,1442.6416,"H","L",0.64361686,"NULL"
62268,"201412230MIL","NBA",1,2015,"12/23/2014",29,0,"CHO","Hornets",108,1430.8433,1442.6416,34.560966,"MIL","Bucks",101,1433.5273,1421.729,"A","W",0.35638314,"NULL"
62269,"201412230OKC","NBA",0,2015,"12/23/2014",29,0,"OKC","Thunder",111,1566.0161,1559.3876,46.715897,"POR","Trailblazers",115,1653.0719,1659.7004,"H","L",0.5186196,"NULL"
62269,"201412230OKC","NBA",1,2015,"12/23/2014",30,0,"POR","Trailblazers",115,1653.0719,1659.7004,56.471462,"OKC","Thunder",111,1566.0161,1559.3876,"A","W",0.4813804,"NULL"
62270,"201412230ORL","NBA",1,2015,"12/23/2014",26,0,"BOS","Celtics",95,1408.1844,1402.2762,30.511322,"ORL","Magic",100,1353.5944,1359.5026,"A","L",0.43501949,"NULL"
62270,"201412230ORL","NBA",0,2015,"12/23/2014",31,0,"ORL","Magic",100,1353.5944,1359.5026,26.448145,"BOS","Celtics",95,1408.1844,1402.2762,"H","W",0.56498051,"NULL"
62271,"201412230PHO","NBA",0,2015,"12/23/2014",30,0,"PHO","Suns",124,1549.6106,1558.1819,46.591827,"DAL","Mavericks",115,1616.1912,1607.6199,"H","W",0.54794663,"NULL"
62271,"201412230PHO","NBA",1,2015,"12/23/2014",30,0,"DAL","Mavericks",115,1616.1912,1607.6199,51.568825,"PHO","Suns",124,1549.6106,1558.1819,"A","L",0.45205337,"NULL"
62272,"201412230WAS","NBA",1,2015,"12/23/2014",28,0,"CHI","Bulls",99,1614.4188,1625.2941,53.278481,"WAS","Wizards",91,1566.2626,1555.3873,"A","W",0.42593974,"NULL"
62272,"201412230WAS","NBA",0,2015,"12/23/2014",27,0,"WAS","Wizards",91,1566.2626,1555.3873,46.303871,"CHI","Bulls",99,1614.4188,1625.2941,"H","L",0.57406026,"NULL"
62273,"201412250CHI","NBA",0,2015,"12/25/2014",29,0,"CHI","Bulls",113,1625.2941,1629.0498,53.63607,"LAL","Lakers",93,1414.4471,1410.6914,"H","W",0.8568511,"NULL"
62273,"201412250CHI","NBA",1,2015,"12/25/2014",29,0,"LAL","Lakers",93,1414.4471,1410.6914,31.340706,"CHI","Bulls",113,1625.2941,1629.0498,"A","L",0.1431489,"NULL"
62274,"201412250LAC","NBA",1,2015,"12/25/2014",28,0,"GSW","Warriors",86,1694.1259,1683.4629,58.558651,"LAC","Clippers",100,1642.6527,1653.3157,"A","L",0.43061483,"NULL"
62274,"201412250LAC","NBA",0,2015,"12/25/2014",30,0,"LAC","Clippers",100,1642.6527,1653.3157,55.893585,"GSW","Warriors",86,1694.1259,1683.4629,"H","W",0.56938517,"NULL"
62275,"201412250MIA","NBA",0,2015,"12/25/2014",30,0,"MIA","Heat",101,1451.9656,1461.9646,36.551708,"CLE","Cavaliers",91,1541.967,1531.968,"H","W",0.5143851,"NULL"
62275,"201412250MIA","NBA",1,2015,"12/25/2014",28,0,"CLE","Cavaliers",91,1541.967,1531.968,43.872463,"MIA","Heat",101,1451.9656,1461.9646,"A","L",0.4856149,"NULL"
62276,"201412250NYK","NBA",0,2015,"12/25/2014",31,0,"NYK","Knicks",91,1383.6083,1375.3162,27.918274,"WAS","Wizards",102,1555.3873,1563.6794,"H","L",0.39814663,"NULL"
62276,"201412250NYK","NBA",1,2015,"12/25/2014",28,0,"WAS","Wizards",102,1555.3873,1563.6794,47.156651,"NYK","Knicks",91,1383.6083,1375.3162,"A","W",0.60185337,"NULL"
62277,"201412250SAS","NBA",1,2015,"12/25/2014",30,0,"OKC","Thunder",114,1559.3876,1576.2542,48.439301,"SAS","Spurs",106,1670.925,1654.0585,"A","W",0.22834015,"NULL"
62277,"201412250SAS","NBA",0,2015,"12/25/2014",30,0,"SAS","Spurs",106,1670.925,1654.0585,55.96117,"OKC","Thunder",114,1559.3876,1576.2542,"H","L",0.77165985,"NULL"
62278,"201412260ATL","NBA",1,2015,"12/26/2014",30,0,"MIL","Bucks",107,1421.729,1471.0009,37.490601,"ATL","Hawks",77,1626.1963,1576.9244,"A","W",0.14771271,"NULL"
62278,"201412260ATL","NBA",0,2015,"12/26/2014",29,0,"ATL","Hawks",77,1626.1963,1576.9244,48.507275,"MIL","Bucks",107,1421.729,1471.0009,"H","L",0.85228729,"NULL"
62279,"201412260BOS","NBA",1,2015,"12/26/2014",28,0,"BRK","Nets",109,1467.6292,1473.0927,37.708511,"BOS","Celtics",107,1402.2762,1396.8127,"A","W",0.45030344,"NULL"
62279,"201412260BOS","NBA",0,2015,"12/26/2014",27,0,"BOS","Celtics",107,1402.2762,1396.8127,29.977674,"BRK","Nets",109,1467.6292,1473.0927,"H","L",0.54969656,"NULL"
62280,"201412260DAL","NBA",1,2015,"12/26/2014",30,0,"LAL","Lakers",98,1410.6914,1409.125,31.185665,"DAL","Mavericks",102,1607.6199,1609.1863,"A","L",0.15326005,"NULL"
62280,"201412260DAL","NBA",0,2015,"12/26/2014",31,0,"DAL","Mavericks",102,1607.6199,1609.1863,51.722054,"LAL","Lakers",98,1410.6914,1409.125,"H","W",0.84673995,"NULL"
62281,"201412260DEN","NBA",1,2015,"12/26/2014",28,0,"MIN","Timberwolves",102,1357.7576,1355.2717,26.061754,"DEN","Nuggets",106,1468.0608,1470.5466,"A","L",0.22959441,"NULL"
62281,"201412260DEN","NBA",0,2015,"12/26/2014",30,0,"DEN","Nuggets",106,1468.0608,1470.5466,37.443306,"MIN","Timberwolves",102,1357.7576,1355.2717,"H","W",0.77040559,"NULL"
62282,"201412260DET","NBA",1,2015,"12/26/2014",30,0,"IND","Pacers",109,1463.8336,1451.1482,35.434109,"DET","Pistons",119,1305.7601,1318.4456,"A","L",0.58280474,"NULL"
62282,"201412260DET","NBA",0,2015,"12/26/2014",29,0,"DET","Pistons",119,1305.7601,1318.4456,22.832069,"IND","Pacers",109,1463.8336,1451.1482,"H","W",0.41719526,"NULL"
62283,"201412260MEM","NBA",0,2015,"12/26/2014",29,0,"MEM","Grizzlies",111,1630.4546,1619.3186,52.705318,"HOU","Rockets",117,1618.6051,1629.7411,"H","L",0.65562493,"NULL"
62283,"201412260MEM","NBA",1,2015,"12/26/2014",28,0,"HOU","Rockets",117,1618.6051,1629.7411,53.70166,"MEM","Grizzlies",111,1630.4546,1619.3186,"A","W",0.34437507,"NULL"
62284,"201412260NOP","NBA",0,2015,"12/26/2014",29,0,"NOP","Pelicans",97,1496.1787,1506.4561,41.201084,"SAS","Spurs",90,1654.0585,1643.7811,"H","W",0.41746643,"NULL"
62284,"201412260NOP","NBA",1,2015,"12/26/2014",31,0,"SAS","Spurs",90,1654.0585,1643.7811,55.017841,"NOP","Pelicans",97,1496.1787,1506.4561,"A","L",0.5825336,"NULL"
62285,"201412260OKC","NBA",0,2015,"12/26/2014",31,0,"OKC","Thunder",98,1576.2542,1582.5482,49.075871,"CHO","Hornets",75,1442.6416,1436.3475,"H","W",0.79327524,"NULL"
62285,"201412260OKC","NBA",1,2015,"12/26/2014",30,0,"CHO","Hornets",75,1442.6416,1436.3475,33.918713,"OKC","Thunder",98,1576.2542,1582.5482,"A","L",0.20672476,"NULL"
62286,"201412260ORL","NBA",1,2015,"12/26/2014",29,0,"CLE","Cavaliers",98,1531.968,1539.2769,44.634277,"ORL","Magic",89,1359.5026,1352.1937,"A","W",0.60279977,"NULL"
62286,"201412260ORL","NBA",0,2015,"12/26/2014",32,0,"ORL","Magic",89,1359.5026,1352.1937,25.782553,"CLE","Cavaliers",98,1531.968,1539.2769,"H","L",0.3972002,"NULL"
62287,"201412260POR","NBA",1,2015,"12/26/2014",28,0,"PHI","Sixers",93,1267.5181,1266.167,18.694895,"POR","Trailblazers",114,1659.7004,1661.0515,"A","L",0.055554688,"NULL"
62287,"201412260POR","NBA",0,2015,"12/26/2014",31,0,"POR","Trailblazers",114,1659.7004,1661.0515,56.592842,"PHI","Sixers",93,1267.5181,1266.167,"H","W",0.94444531,"NULL"
62288,"201412260SAC","NBA",1,2015,"12/26/2014",31,0,"PHO","Suns",115,1558.1819,1567.1056,47.507465,"SAC","Kings",106,1435.1117,1426.188,"A","W",0.53315198,"NULL"
62288,"201412260SAC","NBA",0,2015,"12/26/2014",29,0,"SAC","Kings",106,1435.1117,1426.188,32.889664,"PHO","Suns",115,1558.1819,1567.1056,"H","L",0.46684805,"NULL"
62289,"201412270BRK","NBA",1,2015,"12/27/2014",31,0,"IND","Pacers",110,1451.1482,1479.5573,38.383083,"BRK","Nets",85,1473.0927,1444.6836,"A","W",0.3313759,"NULL"
62289,"201412270BRK","NBA",0,2015,"12/27/2014",29,0,"BRK","Nets",85,1473.0927,1444.6836,34.77005,"IND","Pacers",110,1451.1482,1479.5573,"H","L",0.6686241,"NULL"
62290,"201412270CHI","NBA",0,2015,"12/27/2014",30,0,"CHI","Bulls",107,1629.0498,1632.1536,53.929989,"NOP","Pelicans",100,1506.4561,1503.3523,"H","W",0.78267992,"NULL"
62290,"201412270CHI","NBA",1,2015,"12/27/2014",30,0,"NOP","Pelicans",100,1506.4561,1503.3523,40.875515,"CHI","Bulls",107,1629.0498,1632.1536,"A","L",0.21732008,"NULL"
62291,"201412270CHO","NBA",0,2015,"12/27/2014",31,0,"CHO","Hornets",94,1436.3475,1420.5309,32.321144,"ORL","Magic",102,1352.1937,1368.0104,"H","L",0.74270481,"NULL"
