"gameorder","game_id","lg_id","X_iscopy","year_id","date_game","seasongame","is_playoffs","team_id","fran_id","pts","elo_i","elo_n","win_equiv","opp_id","opp_fran","opp_pts","opp_elo_i","opp_elo_n","game_location","game_result","forecast","notes"
61911,"201411050SAC","NBA",1,2015,"11/5/2014",4,0,"DEN","Nuggets",109,1463.2131,1451.3311,35.452938,"SAC","Kings",131,1459.156,1471.0381,"A","L",0.3653329,"NULL"
61912,"201411050SAS","NBA",1,2015,"11/5/2014",3,0,"ATL","Hawks",92,1494.0365,1492.8539,39.774643,"SAS","Spurs",94,1693.1268,1694.3094,"A","L",0.15165204,"NULL"
61912,"201411050SAS","NBA",0,2015,"11/5/2014",3,0,"SAS","Spurs",94,1693.1268,1694.3094,59.476593,"ATL","Hawks",92,1494.0365,1492.8539,"H","W",0.84834796,"NULL"
61913,"201411050UTA","NBA",1,2015,"11/5/2014",4,0,"CLE","Cavaliers",100,1462.8657,1458.5249,36.195496,"UTA","Jazz",102,1391.1675,1395.5083,"A","L",0.45936036,"NULL"
61913,"201411050UTA","NBA",0,2015,"11/5/2014",5,0,"UTA","Jazz",102,1391.1675,1395.5083,29.850847,"CLE","Cavaliers",100,1462.8657,1458.5249,"H","W",0.54063964,"NULL"
61914,"201411050WAS","NBA",0,2015,"11/5/2014",5,0,"WAS","Wizards",96,1560.9689,1563.3861,47.126572,"IND","Pacers",94,1499.0757,1496.6584,"H","W",0.71746713,"NULL"
61914,"201411050WAS","NBA",1,2015,"11/5/2014",5,0,"IND","Pacers",94,1499.0757,1496.6584,40.17347,"WAS","Wizards",96,1560.9689,1563.3861,"A","L",0.28253287,"NULL"
61915,"201411060HOU","NBA",0,2015,"11/6/2014",6,0,"HOU","Rockets",98,1640.0063,1652.2893,55.800041,"SAS","Spurs",81,1694.3094,1682.0265,"H","W",0.56538653,"NULL"
61915,"201411060HOU","NBA",1,2015,"11/6/2014",4,0,"SAS","Spurs",81,1694.3094,1682.0265,58.435421,"HOU","Rockets",98,1640.0063,1652.2893,"A","L",0.43461347,"NULL"
61916,"201411060POR","NBA",0,2015,"11/6/2014",5,0,"POR","Trailblazers",108,1566.2142,1579.3641,48.754322,"DAL","Mavericks",87,1601.5667,1588.4167,"H","W",0.59197634,"NULL"
61916,"201411060POR","NBA",1,2015,"11/6/2014",5,0,"DAL","Mavericks",87,1601.5667,1588.4167,49.665779,"POR","Trailblazers",108,1566.2142,1579.3641,"A","L",0.40802366,"NULL"
61917,"201411070BOS","NBA",1,2015,"11/7/2014",6,0,"IND","Pacers",98,1496.6584,1490.8501,39.564674,"BOS","Celtics",101,1386.1544,1391.9628,"A","L",0.51511192,"NULL"
61917,"201411070BOS","NBA",0,2015,"11/7/2014",5,0,"BOS","Celtics",101,1386.1544,1391.9628,29.507296,"IND","Pacers",98,1496.6584,1490.8501,"H","W",0.48488811,"NULL"
61918,"201411070BRK","NBA",0,2015,"11/7/2014",5,0,"BRK","Nets",110,1522.2559,1528.8265,43.544373,"NYK","Knicks",99,1497.7227,1491.152,"H","W",0.67191756,"NULL"
61918,"201411070BRK","NBA",1,2015,"11/7/2014",6,0,"NYK","Knicks",99,1497.7227,1491.152,39.596302,"BRK","Nets",110,1522.2559,1528.8265,"A","L",0.32808244,"NULL"
61919,"201411070CHO","NBA",1,2015,"11/7/2014",4,0,"ATL","Hawks",119,1492.8539,1489.2977,39.402061,"CHO","Hornets",122,1503.3374,1506.8936,"A","L",0.3461526,"NULL"
61919,"201411070CHO","NBA",0,2015,"11/7/2014",6,0,"CHO","Hornets",122,1503.3374,1506.8936,41.246971,"ATL","Hawks",119,1492.8539,1489.2977,"H","W",0.6538474,"NULL"
61920,"201411070DEN","NBA",0,2015,"11/7/2014",5,0,"DEN","Nuggets",101,1451.3311,1438.0729,34.094429,"CLE","Cavaliers",110,1458.5249,1471.7831,"H","L",0.63047034,"NULL"
61920,"201411070DEN","NBA",1,2015,"11/7/2014",5,0,"CLE","Cavaliers",110,1458.5249,1471.7831,37.572063,"DEN","Nuggets",101,1451.3311,1438.0729,"A","W",0.36952966,"NULL"
61921,"201411070DET","NBA",0,2015,"11/7/2014",5,0,"DET","Pistons",98,1377.3285,1380.3726,28.396618,"MIL","Bucks",95,1333.151,1330.1069,"H","W",0.69634485,"NULL"
61921,"201411070DET","NBA",1,2015,"11/7/2014",6,0,"MIL","Bucks",95,1333.151,1330.1069,23.827978,"DET","Pistons",98,1377.3285,1380.3726,"A","L",0.30365515,"NULL"
61922,"201411070OKC","NBA",0,2015,"11/7/2014",6,0,"OKC","Thunder",89,1577.488,1571.4899,47.954956,"MEM","Grizzlies",91,1614.6375,1620.6356,"H","L",0.58947539,"NULL"
61922,"201411070OKC","NBA",1,2015,"11/7/2014",6,0,"MEM","Grizzlies",91,1614.6375,1620.6356,52.832085,"OKC","Thunder",89,1577.488,1571.4899,"A","W",0.41052461,"NULL"
61923,"201411070ORL","NBA",1,2015,"11/7/2014",5,0,"MIN","Timberwolves",103,1520.7645,1508.1108,41.374653,"ORL","Magic",112,1343.2817,1355.9354,"A","L",0.60969412,"NULL"
61923,"201411070ORL","NBA",0,2015,"11/7/2014",6,0,"ORL","Magic",112,1343.2817,1355.9354,26.122169,"MIN","Timberwolves",103,1520.7645,1508.1108,"H","W",0.39030585,"NULL"
61924,"201411070PHI","NBA",0,2015,"11/7/2014",6,0,"PHI","Sixers",115,1289.1273,1286.5818,20.245171,"CHI","Bulls",118,1570.2413,1572.7869,"H","L",0.26065326,"NULL"
61924,"201411070PHI","NBA",1,2015,"11/7/2014",6,0,"CHI","Bulls",118,1570.2413,1572.7869,48.087013,"PHI","Sixers",115,1289.1273,1286.5818,"A","W",0.73934674,"NULL"
61925,"201411070PHO","NBA",0,2015,"11/7/2014",6,0,"PHO","Suns",112,1537.7123,1529.6503,43.630436,"SAC","Kings",114,1471.0381,1479.1001,"H","L",0.72301245,"NULL"
61925,"201411070PHO","NBA",1,2015,"11/7/2014",6,0,"SAC","Kings",114,1471.0381,1479.1001,38.335327,"PHO","Suns",112,1537.7123,1529.6503,"A","W",0.27698755,"NULL"
61926,"201411070TOR","NBA",0,2015,"11/7/2014",6,0,"TOR","Raptors",103,1571.624,1581.7811,48.998497,"WAS","Wizards",84,1563.3861,1553.229,"H","W",0.65091586,"NULL"
61926,"201411070TOR","NBA",1,2015,"11/7/2014",6,0,"WAS","Wizards",84,1563.3861,1553.229,46.081104,"TOR","Raptors",103,1571.624,1581.7811,"A","L",0.34908414,"NULL"
61927,"201411070UTA","NBA",1,2015,"11/7/2014",6,0,"DAL","Mavericks",105,1588.4167,1600.8418,50.902164,"UTA","Jazz",82,1395.5083,1383.0833,"A","W",0.63060755,"NULL"
61927,"201411070UTA","NBA",0,2015,"11/7/2014",6,0,"UTA","Jazz",82,1395.5083,1383.0833,28.654634,"DAL","Mavericks",105,1588.4167,1600.8418,"H","L",0.36939245,"NULL"
61928,"201411080ATL","NBA",1,2015,"11/8/2014",7,0,"NYK","Knicks",96,1491.152,1485.4983,39.004288,"ATL","Hawks",103,1489.2977,1494.9514,"A","L",0.36239773,"NULL"
61928,"201411080ATL","NBA",0,2015,"11/8/2014",5,0,"ATL","Hawks",103,1489.2977,1494.9514,39.994499,"NYK","Knicks",96,1491.152,1485.4983,"H","W",0.63760227,"NULL"
61929,"201411080CHI","NBA",1,2015,"11/8/2014",6,0,"BOS","Celtics",106,1391.9628,1407.1082,30.986477,"CHI","Bulls",101,1572.7869,1557.6415,"A","W",0.16568077,"NULL"
61929,"201411080CHI","NBA",0,2015,"11/8/2014",7,0,"CHI","Bulls",101,1572.7869,1557.6415,46.536186,"BOS","Celtics",106,1391.9628,1407.1082,"H","L",0.83431923,"NULL"
61930,"201411080HOU","NBA",1,2015,"11/8/2014",5,0,"GSW","Warriors",98,1625.957,1642.474,54.896618,"HOU","Rockets",87,1652.2893,1635.7723,"A","W",0.32580352,"NULL"
61930,"201411080HOU","NBA",0,2015,"11/8/2014",7,0,"HOU","Rockets",87,1652.2893,1635.7723,54.270824,"GSW","Warriors",98,1625.957,1642.474,"H","L",0.67419648,"NULL"
61931,"201411080IND","NBA",1,2015,"11/8/2014",7,0,"WAS","Wizards",97,1553.229,1562.8384,47.070389,"IND","Pacers",90,1490.8501,1481.2407,"A","W",0.44606948,"NULL"
61931,"201411080IND","NBA",0,2015,"11/8/2014",7,0,"IND","Pacers",90,1490.8501,1481.2407,38.558998,"WAS","Wizards",97,1553.229,1562.8384,"H","L",0.55393052,"NULL"
61932,"201411080LAC","NBA",0,2015,"11/8/2014",6,0,"LAC","Clippers",106,1612.9148,1616.5344,52.436531,"POR","Trailblazers",102,1579.3641,1575.7445,"H","W",0.6832568,"NULL"
61932,"201411080LAC","NBA",1,2015,"11/8/2014",6,0,"POR","Trailblazers",102,1579.3641,1575.7445,48.387589,"LAC","Clippers",106,1612.9148,1616.5344,"A","L",0.3167432,"NULL"
61933,"201411080MIA","NBA",1,2015,"11/8/2014",6,0,"MIN","Timberwolves",92,1508.1108,1502.9229,40.830467,"MIA","Heat",102,1570.1465,1575.3345,"A","L",0.28236669,"NULL"
61933,"201411080MIA","NBA",0,2015,"11/8/2014",6,0,"MIA","Heat",102,1570.1465,1575.3345,48.345966,"MIN","Timberwolves",92,1508.1108,1502.9229,"H","W",0.71763331,"NULL"
61934,"201411080MIL","NBA",1,2015,"11/8/2014",7,0,"MEM","Grizzlies",92,1620.6356,1613.4857,52.140984,"MIL","Bucks",93,1330.1069,1337.2568,"A","L",0.74965465,"NULL"
61934,"201411080MIL","NBA",0,2015,"11/8/2014",7,0,"MIL","Bucks",93,1330.1069,1337.2568,24.451113,"MEM","Grizzlies",92,1620.6356,1613.4857,"H","W",0.25034535,"NULL"
61935,"201411080SAS","NBA",1,2015,"11/8/2014",5,0,"NOP","Pelicans",100,1461.2051,1470.5984,37.448696,"SAS","Spurs",99,1682.0265,1672.6333,"A","W",0.13624948,"NULL"
61935,"201411080SAS","NBA",0,2015,"11/8/2014",5,0,"SAS","Spurs",99,1682.0265,1672.6333,57.620125,"NOP","Pelicans",100,1461.2051,1470.5984,"H","L",0.86375052,"NULL"
61936,"201411090BRK","NBA",0,2015,"11/9/2014",6,0,"BRK","Nets",104,1528.8265,1531.3915,43.812275,"ORL","Magic",96,1355.9354,1353.3705,"H","W",0.82791007,"NULL"
61936,"201411090BRK","NBA",1,2015,"11/9/2014",7,0,"ORL","Magic",96,1355.9354,1353.3705,25.889105,"BRK","Nets",104,1528.8265,1531.3915,"A","L",0.17208993,"NULL"
61937,"201411090DAL","NBA",0,2015,"11/9/2014",7,0,"DAL","Mavericks",96,1600.8418,1586.2744,49.450851,"MIA","Heat",105,1575.3345,1589.9019,"H","L",0.67315251,"NULL"
61937,"201411090DAL","NBA",1,2015,"11/9/2014",7,0,"MIA","Heat",105,1575.3345,1589.9019,49.81448,"DAL","Mavericks",96,1600.8418,1586.2744,"A","W",0.32684749,"NULL"
61938,"201411090DET","NBA",0,2015,"11/9/2014",6,0,"DET","Pistons",96,1380.3726,1374.7932,27.869024,"UTA","Jazz",97,1383.0833,1388.6626,"H","L",0.63646233,"NULL"
61938,"201411090DET","NBA",1,2015,"11/9/2014",7,0,"UTA","Jazz",97,1383.0833,1388.6626,29.189083,"DET","Pistons",96,1380.3726,1374.7932,"A","W",0.36353767,"NULL"
61939,"201411090LAL","NBA",0,2015,"11/9/2014",6,0,"LAL","Lakers",107,1389.7228,1404.0479,30.685194,"CHO","Hornets",92,1506.8936,1492.5685,"H","W",0.47530937,"NULL"
61939,"201411090LAL","NBA",1,2015,"11/9/2014",7,0,"CHO","Hornets",92,1506.8936,1492.5685,39.744732,"LAL","Lakers",107,1389.7228,1404.0479,"A","L",0.52469063,"NULL"
61940,"201411090OKC","NBA",0,2015,"11/9/2014",7,0,"OKC","Thunder",101,1571.4899,1575.3979,48.352413,"SAC","Kings",93,1479.1001,1475.192,"H","W",0.75165987,"NULL"
61940,"201411090OKC","NBA",1,2015,"11/9/2014",7,0,"SAC","Kings",93,1479.1001,1475.192,37.927399,"OKC","Thunder",101,1571.4899,1575.3979,"A","L",0.24834013,"NULL"
61941,"201411090PHO","NBA",1,2015,"11/9/2014",6,0,"GSW","Warriors",95,1642.474,1630.2834,53.753067,"PHO","Suns",107,1529.6503,1541.8408,"A","L",0.51844645,"NULL"
61941,"201411090PHO","NBA",0,2015,"11/9/2014",7,0,"PHO","Suns",107,1529.6503,1541.8408,44.900951,"GSW","Warriors",95,1642.474,1630.2834,"H","W",0.48155355,"NULL"
61942,"201411090POR","NBA",1,2015,"11/9/2014",6,0,"DEN","Nuggets",100,1438.0729,1433.2789,33.606861,"POR","Trailblazers",116,1575.7445,1580.5385,"A","L",0.20291924,"NULL"
61942,"201411090POR","NBA",0,2015,"11/9/2014",7,0,"POR","Trailblazers",116,1575.7445,1580.5385,48.873028,"DEN","Nuggets",100,1438.0729,1433.2789,"H","W",0.79708076,"NULL"
61943,"201411090TOR","NBA",1,2015,"11/9/2014",7,0,"PHI","Sixers",88,1286.5818,1283.3352,19.992952,"TOR","Raptors",120,1581.7811,1585.0277,"A","L",0.093218923,"NULL"
61943,"201411090TOR","NBA",0,2015,"11/9/2014",7,0,"TOR","Raptors",120,1581.7811,1585.0277,49.32555,"PHI","Sixers",88,1286.5818,1283.3352,"H","W",0.90678108,"NULL"
61944,"201411100CHI","NBA",1,2015,"11/10/2014",7,0,"DET","Pistons",91,1374.7932,1371.8466,27.59231,"CHI","Bulls",102,1557.6415,1560.5881,"A","L",0.16407633,"NULL"
61944,"201411100CHI","NBA",0,2015,"11/10/2014",8,0,"CHI","Bulls",102,1557.6415,1560.5881,46.839329,"DET","Pistons",91,1374.7932,1371.8466,"H","W",0.83592367,"NULL"
61945,"201411100CLE","NBA",1,2015,"11/10/2014",6,0,"NOP","Pelicans",111,1470.5984,1465.0203,36.868721,"CLE","Cavaliers",118,1471.7831,1477.3612,"A","L",0.35836536,"NULL"
61945,"201411100CLE","NBA",0,2015,"11/10/2014",6,0,"CLE","Cavaliers",118,1471.7831,1477.3612,38.153751,"NOP","Pelicans",111,1470.5984,1465.0203,"H","W",0.64163464,"NULL"
61946,"201411100IND","NBA",0,2015,"11/10/2014",8,0,"IND","Pacers",97,1481.2407,1485.9758,39.054264,"UTA","Jazz",86,1388.6626,1383.9275,"H","W",0.75186217,"NULL"
61946,"201411100IND","NBA",1,2015,"11/10/2014",8,0,"UTA","Jazz",86,1388.6626,1383.9275,28.735216,"IND","Pacers",97,1481.2407,1485.9758,"A","L",0.24813783,"NULL"
61947,"201411100LAC","NBA",0,2015,"11/10/2014",7,0,"LAC","Clippers",85,1616.5344,1609.156,51.719097,"SAS","Spurs",89,1672.6333,1680.0117,"H","L",0.56284469,"NULL"
61947,"201411100LAC","NBA",1,2015,"11/10/2014",6,0,"SAS","Spurs",89,1672.6333,1680.0117,58.261921,"LAC","Clippers",85,1616.5344,1609.156,"A","W",0.43715531,"NULL"
61948,"201411100NYK","NBA",0,2015,"11/10/2014",8,0,"NYK","Knicks",85,1485.4983,1475.0369,37.911213,"ATL","Hawks",91,1494.9514,1505.4128,"H","L",0.62743527,"NULL"
61948,"201411100NYK","NBA",1,2015,"11/10/2014",6,0,"ATL","Hawks",91,1494.9514,1505.4128,41.091656,"NYK","Knicks",85,1485.4983,1475.0369,"A","W",0.37256473,"NULL"
61949,"201411110DAL","NBA",1,2015,"11/11/2014",8,0,"SAC","Kings",98,1475.192,1471.6376,37.556908,"DAL","Mavericks",106,1586.2744,1589.8289,"A","L",0.22880203,"NULL"
61949,"201411110DAL","NBA",0,2015,"11/11/2014",8,0,"DAL","Mavericks",106,1586.2744,1589.8289,49.807178,"SAC","Kings",98,1475.192,1471.6376,"H","W",0.77119797,"NULL"
61950,"201411110GSW","NBA",1,2015,"11/11/2014",7,0,"SAS","Spurs",113,1680.0117,1694.6123,59.5019,"GSW","Warriors",100,1630.2834,1615.6829,"A","W",0.42815387,"NULL"
61950,"201411110GSW","NBA",0,2015,"11/11/2014",7,0,"GSW","Warriors",100,1630.2834,1615.6829,52.354107,"SAS","Spurs",113,1680.0117,1694.6123,"H","L",0.57184613,"NULL"
61951,"201411110MEM","NBA",0,2015,"11/11/2014",8,0,"MEM","Grizzlies",107,1613.4857,1615.1119,52.29879,"LAL","Lakers",102,1404.0479,1402.4216,"H","W",0.85585332,"NULL"
61951,"201411110MEM","NBA",1,2015,"11/11/2014",7,0,"LAL","Lakers",102,1404.0479,1402.4216,30.525576,"MEM","Grizzlies",107,1613.4857,1615.1119,"A","L",0.14414668,"NULL"
61952,"201411110MIL","NBA",1,2015,"11/11/2014",8,0,"OKC","Thunder",78,1575.3979,1562.3658,47.0219,"MIL","Bucks",85,1337.2568,1350.2889,"A","L",0.68894768,"NULL"
61952,"201411110MIL","NBA",0,2015,"11/11/2014",8,0,"MIL","Bucks",85,1337.2568,1350.2889,25.610586,"OKC","Thunder",78,1575.3979,1562.3658,"H","W",0.31105232,"NULL"
61953,"201411110POR","NBA",0,2015,"11/11/2014",8,0,"POR","Trailblazers",102,1580.5385,1582.6648,49.087624,"CHO","Hornets",100,1492.5685,1490.4421,"H","W",0.74688023,"NULL"
61953,"201411110POR","NBA",1,2015,"11/11/2014",8,0,"CHO","Hornets",100,1492.5685,1490.4421,39.521935,"POR","Trailblazers",102,1580.5385,1582.6648,"A","L",0.25311977,"NULL"
61954,"201411110TOR","NBA",1,2015,"11/11/2014",8,0,"ORL","Magic",100,1353.3705,1352.0802,25.772287,"TOR","Raptors",104,1585.0277,1586.318,"A","L",0.12907386,"NULL"
61954,"201411110TOR","NBA",0,2015,"11/11/2014",8,0,"TOR","Raptors",104,1585.0277,1586.318,49.455227,"ORL","Magic",100,1353.3705,1352.0802,"H","W",0.87092614,"NULL"
61955,"201411120ATL","NBA",0,2015,"11/12/2014",7,0,"ATL","Hawks",100,1505.4128,1507.4873,41.30925,"UTA","Jazz",97,1383.9275,1381.853,"H","W",0.78159273,"NULL"
61955,"201411120ATL","NBA",1,2015,"11/12/2014",9,0,"UTA","Jazz",97,1383.9275,1381.853,28.537401,"ATL","Hawks",100,1505.4128,1507.4873,"A","L",0.21840727,"NULL"
61956,"201411120BOS","NBA",0,2015,"11/12/2014",7,0,"BOS","Celtics",94,1407.1082,1396.2482,29.922754,"OKC","Thunder",109,1562.3658,1573.2258,"H","L",0.42114159,"NULL"
61956,"201411120BOS","NBA",1,2015,"11/12/2014",9,0,"OKC","Thunder",109,1562.3658,1573.2258,48.131676,"BOS","Celtics",94,1407.1082,1396.2482,"A","W",0.57885838,"NULL"
61957,"201411120DEN","NBA",0,2015,"11/12/2014",7,0,"DEN","Nuggets",113,1433.2789,1421.1777,32.385979,"POR","Trailblazers",130,1582.6648,1594.766,"H","L",0.42940286,"NULL"
61957,"201411120DEN","NBA",1,2015,"11/12/2014",9,0,"POR","Trailblazers",130,1582.6648,1594.766,50.299801,"DEN","Nuggets",113,1433.2789,1421.1777,"A","W",0.57059717,"NULL"
61958,"201411120MIA","NBA",0,2015,"11/12/2014",8,0,"MIA","Heat",75,1589.9019,1575.7856,48.391766,"IND","Pacers",81,1485.9758,1500.092,"H","L",0.76384789,"NULL"
61958,"201411120MIA","NBA",1,2015,"11/12/2014",9,0,"IND","Pacers",81,1485.9758,1500.092,40.533546,"MIA","Heat",75,1589.9019,1575.7856,"A","W",0.23615211,"NULL"
61959,"201411120MIN","NBA",1,2015,"11/12/2014",8,0,"HOU","Rockets",113,1635.7723,1642.454,54.89476,"MIN","Timberwolves",101,1502.9229,1496.2412,"N","W",0.68238264,"at Mexico City Arena, Mexico City, Mexico"
61959,"201411120MIN","NBA",0,2015,"11/12/2014",7,0,"MIN","Timberwolves",101,1502.9229,1496.2412,40.129723,"HOU","Rockets",113,1635.7723,1642.454,"N","L",0.31761736,"at Mexico City Arena, Mexico City, Mexico"
61960,"201411120NOP","NBA",1,2015,"11/12/2014",8,0,"LAL","Lakers",102,1402.4216,1398.2273,30.115465,"NOP","Pelicans",109,1465.0203,1469.2146,"A","L",0.28171045,"NULL"
61960,"201411120NOP","NBA",0,2015,"11/12/2014",7,0,"NOP","Pelicans",109,1465.0203,1469.2146,37.304676,"LAL","Lakers",102,1402.4216,1398.2273,"H","W",0.71828955,"NULL"
61961,"201411120NYK","NBA",0,2015,"11/12/2014",9,0,"NYK","Knicks",95,1475.0369,1465.8271,36.952518,"ORL","Magic",97,1352.0802,1361.2899,"H","L",0.78303504,"NULL"
61961,"201411120NYK","NBA",1,2015,"11/12/2014",9,0,"ORL","Magic",97,1352.0802,1361.2899,26.612278,"NYK","Knicks",95,1475.0369,1465.8271,"A","W",0.21696496,"NULL"
61962,"201411120PHO","NBA",1,2015,"11/12/2014",7,0,"BRK","Nets",104,1531.3915,1525.6154,43.208668,"PHO","Suns",112,1541.8408,1547.6169,"A","L",0.34619713,"NULL"
61962,"201411120PHO","NBA",0,2015,"11/12/2014",8,0,"PHO","Suns",112,1541.8408,1547.6169,45.500469,"BRK","Nets",104,1531.3915,1525.6154,"H","W",0.65380287,"NULL"
61963,"201411120WAS","NBA",0,2015,"11/12/2014",8,0,"WAS","Wizards",107,1562.8384,1564.4569,47.23634,"DET","Pistons",103,1371.8466,1370.228,"H","W",0.84225243,"NULL"
61963,"201411120WAS","NBA",1,2015,"11/12/2014",8,0,"DET","Pistons",103,1371.8466,1370.228,27.440895,"WAS","Wizards",107,1562.8384,1564.4569,"A","L",0.15774757,"NULL"
61964,"201411130DAL","NBA",0,2015,"11/13/2014",9,0,"DAL","Mavericks",123,1589.8289,1594.2554,50.248981,"PHI","Sixers",70,1283.3352,1278.9087,"H","W",0.91213334,"NULL"
61964,"201411130DAL","NBA",1,2015,"11/13/2014",8,0,"PHI","Sixers",70,1283.3352,1278.9087,19.652514,"DAL","Mavericks",123,1589.8289,1594.2554,"A","L",0.087866664,"NULL"
61965,"201411130GSW","NBA",1,2015,"11/13/2014",8,0,"BRK","Nets",99,1525.6154,1521.6616,42.794933,"GSW","Warriors",107,1615.6829,1619.6366,"A","L",0.25084388,"NULL"
61965,"201411130GSW","NBA",0,2015,"11/13/2014",8,0,"GSW","Warriors",107,1615.6829,1619.6366,52.735947,"BRK","Nets",99,1525.6154,1521.6616,"H","W",0.74915612,"NULL"
61966,"201411130MEM","NBA",1,2015,"11/13/2014",9,0,"SAC","Kings",110,1471.6376,1470.3008,37.417713,"MEM","Grizzlies",111,1615.1119,1616.4487,"A","L",0.19757009,"NULL"
61966,"201411130MEM","NBA",0,2015,"11/13/2014",9,0,"MEM","Grizzlies",111,1615.1119,1616.4487,52.428242,"SAC","Kings",110,1471.6376,1470.3008,"H","W",0.80242991,"NULL"
61967,"201411130TOR","NBA",0,2015,"11/13/2014",9,0,"TOR","Raptors",93,1586.318,1573.72,48.181931,"CHI","Bulls",100,1560.5881,1573.1862,"H","L",0.67343432,"NULL"
61967,"201411130TOR","NBA",1,2015,"11/13/2014",9,0,"CHI","Bulls",100,1560.5881,1573.1862,48.12764,"TOR","Raptors",93,1586.318,1573.72,"A","W",0.32656568,"NULL"
61968,"201411140ATL","NBA",1,2015,"11/14/2014",9,0,"MIA","Heat",103,1575.7856,1566.0238,47.396801,"ATL","Hawks",114,1507.4873,1517.2491,"A","L",0.45450383,"NULL"
61968,"201411140ATL","NBA",0,2015,"11/14/2014",8,0,"ATL","Hawks",114,1507.4873,1517.2491,42.33276,"MIA","Heat",103,1575.7856,1566.0238,"H","W",0.54549617,"NULL"
61969,"201411140BOS","NBA",1,2015,"11/14/2014",7,0,"CLE","Cavaliers",122,1477.3612,1481.688,38.605751,"BOS","Celtics",121,1396.2482,1391.9214,"A","W",0.47284621,"NULL"
61969,"201411140BOS","NBA",0,2015,"11/14/2014",8,0,"BOS","Celtics",121,1396.2482,1391.9214,29.503296,"CLE","Cavaliers",122,1477.3612,1481.688,"H","L",0.52715379,"NULL"
61970,"201411140HOU","NBA",0,2015,"11/14/2014",9,0,"HOU","Rockets",88,1642.454,1642.8365,54.930267,"PHI","Sixers",87,1278.9087,1278.5261,"H","W",0.93513489,"NULL"
61970,"201411140HOU","NBA",1,2015,"11/14/2014",9,0,"PHI","Sixers",87,1278.9087,1278.5261,19.623278,"HOU","Rockets",88,1642.454,1642.8365,"A","L",0.064865112,"NULL"
61971,"201411140IND","NBA",0,2015,"11/14/2014",10,0,"IND","Pacers",87,1500.092,1470.9425,37.484524,"DEN","Nuggets",108,1421.1777,1450.3273,"H","L",0.73689914,"NULL"
61971,"201411140IND","NBA",1,2015,"11/14/2014",8,0,"DEN","Nuggets",108,1421.1777,1450.3273,35.349609,"IND","Pacers",87,1500.092,1470.9425,"A","W",0.26310086,"NULL"
61972,"201411140LAL","NBA",1,2015,"11/14/2014",8,0,"SAS","Spurs",93,1694.6123,1699.7814,59.93111,"LAL","Lakers",80,1398.2273,1393.0582,"A","W",0.75592804,"NULL"
61972,"201411140LAL","NBA",0,2015,"11/14/2014",9,0,"LAL","Lakers",80,1398.2273,1393.0582,29.613258,"SAS","Spurs",93,1694.6123,1699.7814,"H","L",0.24407198,"NULL"
61973,"201411140NOP","NBA",1,2015,"11/14/2014",8,0,"MIN","Timberwolves",91,1496.2412,1473.0338,37.702377,"NOP","Pelicans",139,1469.2146,1492.422,"A","L",0.39650035,"NULL"
61973,"201411140NOP","NBA",0,2015,"11/14/2014",8,0,"NOP","Pelicans",139,1469.2146,1492.422,39.729382,"MIN","Timberwolves",91,1496.2412,1473.0338,"H","W",0.60349965,"NULL"
61974,"201411140NYK","NBA",0,2015,"11/14/2014",10,0,"NYK","Knicks",100,1465.8271,1457.4135,36.080547,"UTA","Jazz",102,1381.853,1390.2667,"H","L",0.7425071,"NULL"
61974,"201411140NYK","NBA",1,2015,"11/14/2014",10,0,"UTA","Jazz",102,1381.853,1390.2667,29.343567,"NYK","Knicks",100,1465.8271,1457.4135,"A","W",0.2574929,"NULL"
61975,"201411140OKC","NBA",1,2015,"11/14/2014",9,0,"DET","Pistons",96,1370.228,1389.1327,29.234318,"OKC","Thunder",89,1573.2258,1554.3212,"A","W",0.14878082,"NULL"
61975,"201411140OKC","NBA",0,2015,"11/14/2014",10,0,"OKC","Thunder",89,1573.2258,1554.3212,46.193867,"DET","Pistons",96,1370.228,1389.1327,"H","L",0.85121918,"NULL"
61976,"201411140ORL","NBA",0,2015,"11/14/2014",10,0,"ORL","Magic",101,1361.2899,1370.2115,27.439356,"MIL","Bucks",85,1350.2889,1341.3673,"H","W",0.65452129,"NULL"
61976,"201411140ORL","NBA",1,2015,"11/14/2014",9,0,"MIL","Bucks",85,1350.2889,1341.3673,24.813564,"ORL","Magic",101,1361.2899,1370.2115,"A","L",0.34547871,"NULL"
61977,"201411140PHO","NBA",1,2015,"11/14/2014",9,0,"CHO","Hornets",103,1490.4421,1505.2291,41.072384,"PHO","Suns",95,1547.6169,1532.83,"A","W",0.28807104,"NULL"
61977,"201411140PHO","NBA",0,2015,"11/14/2014",9,0,"PHO","Suns",95,1547.6169,1532.83,43.962418,"CHO","Hornets",103,1490.4421,1505.2291,"H","L",0.71192896,"NULL"
61978,"201411150CHI","NBA",1,2015,"11/15/2014",11,0,"IND","Pacers",99,1470.9425,1488.6425,39.333435,"CHI","Bulls",90,1573.1862,1555.4862,"A","W",0.23790348,"NULL"
61978,"201411150CHI","NBA",0,2015,"11/15/2014",10,0,"CHI","Bulls",90,1573.1862,1555.4862,46.314068,"IND","Pacers",99,1470.9425,1488.6425,"H","L",0.76209652,"NULL"
61979,"201411150CLE","NBA",0,2015,"11/15/2014",8,0,"CLE","Cavaliers",127,1481.688,1499.8923,40.5126,"ATL","Hawks",94,1517.2491,1499.0448,"H","W",0.59168607,"NULL"
